ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
318	"ENSMUSG00000021476.9"	"Habp4"	chr13	+	64182106	64184758	64182106	64182278	64184572	64184758	318	4,9,4	67,141,46	10,7,16	53,86,103	200	100	0.0168079498663	0.166323747243	0.029,0.031,0.042	0.086,0.039,0.072	-0.032
324	"ENSMUSG00000003184.15"	"Irf3"	chr7	+	45000371	45001022	45000371	45000546	45000644	45001022	324	23,63,19	49,181,47	38,28,82	100,149,145	197	100	0.804198596798	1.0	0.192,0.15,0.17	0.162,0.087,0.223	0.013
325	"ENSMUSG00000026860.16"	"Sh3glb2"	chr2	-	30345698	30346453	30345698	30345939	30346352	30346453	325	23,46,23	132,346,139	31,31,58	217,344,303	200	100	0.675679433145	1.0	0.08,0.062,0.076	0.067,0.043,0.087	0.007
326	"ENSMUSG00000071074.9"	"Yipf3"	chr17	+	46251113	46251487	46251113	46251227	46251363	46251487	326	6,20,2	25,94,15	21,21,31	45,63,55	200	100	0.00175318913332	0.0522043371395	0.107,0.096,0.063	0.189,0.143,0.22	-0.095
327	"ENSMUSG00000027993.16"	"Trim2"	chr3	-	84190512	84192261	84190512	84191236	84192080	84192261	327	6,14,1	77,139,41	15,18,11	97,112,132	200	100	0.0677819114078	0.340051295326	0.037,0.048,0.012	0.072,0.074,0.04	-0.03
328	"ENSMUSG00000024170.15"	"Telo2"	chr17	-	25101639	25103771	25101639	25101704	25103579	25103771	328	7,9,5	0,1,1	5,9,22	0,0,0	200	100	1	1.0	1.0,0.818,0.714	1.0,1.0,1.0	-0.156
329	"ENSMUSG00000024170.15"	"Telo2"	chr17	-	25106771	25107130	25106771	25106908	25106988	25107130	329	6,10,9	46,97,31	16,20,33	65,94,86	179	100	0.00692467619574	0.10338370292	0.068,0.054,0.14	0.121,0.106,0.177	-0.047
331	"ENSMUSG00000031065.14"	"Cdk16"	chrX	+	20696017	20696467	20696017	20696141	20696346	20696467	331	6,24,12	297,999,310	18,12,52	702,819,863	200	100	0.188617781963	0.592182466557	0.01,0.012,0.019	0.013,0.007,0.029	-0.003
332	"ENSMUSG00000031065.14"	"Cdk16"	chrX	+	20696730	20696964	20696730	20696836	20696921	20696964	332	7,25,10	142,418,132	12,14,51	280,371,375	184	100	0.302140495416	0.754569242143	0.026,0.031,0.04	0.023,0.02,0.069	-0.005
333	"ENSMUSG00000036764.12"	"Dnajc12"	chr10	+	63395784	63397378	63395784	63395863	63397238	63397378	333	0,0,0	29,82,28	0,2,0	41,65,47	200	100	1	1.0	0.0,0.0,0.0	0.0,0.015,0.0	-0.005
334	"ENSMUSG00000021555.15"	"Naa35"	chr13	+	59607245	59607431	59607245	59607312	59607387	59607431	334	9,27,12	128,313,105	18,12,32	220,294,317	174	100	0.5086528133	0.924552606047	0.039,0.047,0.062	0.045,0.023,0.055	0.008
335	"ENSMUSG00000022407.10"	"Adsl"	chr15	+	80963659	80964027	80963659	80963729	80963879	80964027	335	8,41,13	453,1208,406	28,31,46	723,881,953	200	100	0.0646111675879	0.334569505338	0.009,0.017,0.016	0.019,0.017,0.024	-0.006
336	"ENSMUSG00000055692.21"	"Tmem191c"	chr16	+	17276633	17276887	17276633	17276757	17276836	17276887	336	0,5,0	1,7,0	3,4,5	3,3,3	178	100	1	1.0	0.0,0.286,NA	0.36,0.428,0.484	-0.281
337	"ENSMUSG00000055692.21"	"Tmem191c"	chr16	+	17276633	17277039	17276633	17276887	17276961	17277039	337	2,6,6	0,8,0	6,3,4	4,9,9	173	100	0.00991844839456	0.126310825327	1.0,0.302,1.0	0.464,0.162,0.204	0.491
338	"ENSMUSG00000055692.21"	"Tmem191c"	chr16	+	17276961	17277250	17276961	17277039	17277193	17277250	338	2,7,4	7,11,0	3,4,9	4,5,13	200	100	0.703459029783	1.0	0.125,0.241,1.0	0.273,0.286,0.257	0.183
339	"ENSMUSG00000055692.21"	"Tmem191c"	chr16	+	17277341	17277592	17277341	17277401	17277527	17277592	339	5,4,1	6,2,4	0,5,6	5,3,2	200	100	0.874580660616	1.0	0.294,0.5,0.111	0.0,0.455,0.6	-0.05
341	"ENSMUSG00000055692.21"	"Tmem191c"	chr16	+	17277668	17277891	17277668	17277741	17277850	17277891	341	1,2,2	3,5,0	0,4,6	2,2,5	200	100	0.667951416352	1.0	0.143,0.167,1.0	0.0,0.5,0.375	0.145
342	"ENSMUSG00000016921.14"	"Srsf6"	chr2	+	162931993	162933550	162931993	162932142	162933425	162933550	342	57,124,65	629,1397,541	77,135,206	928,1505,1263	200	100	0.269072622125	0.711435790817	0.043,0.042,0.057	0.04,0.043,0.075	-0.005
344	"ENSMUSG00000028101.18"	"Pias3"	chr3	+	96699419	96699837	96699419	96699653	96699758	96699837	344	19,60,13	0,4,3	47,41,56	6,2,12	200	100	0.140373932958	0.502074047409	1.0,0.882,0.684	0.797,0.911,0.7	0.053
345	"ENSMUSG00000052221.8"	"Ppp1r36"	chr12	+	76436142	76437638	76436142	76436277	76437595	76437638	345	0,0,1	1,5,0	1,0,4	0,0,0	200	100	1	1.0	0.0,0.0,1.0	1.0,NA,1.0	-0.667
346	"ENSMUSG00000026277.14"	"Stk25"	chr1	-	93626050	93627133	93626050	93626208	93627024	93627133	346	28,87,21	191,495,159	54,57,122	289,400,364	200	100	0.0254462220596	0.211628804411	0.068,0.081,0.062	0.085,0.067,0.144	-0.028
347	"ENSMUSG00000025504.14"	"Eps8l2"	chr7	+	141341892	141342110	141341892	141341974	141342054	141342110	347	0,1,1	12,17,4	0,2,2	10,12,22	179	100	0.318318143111	0.766266286956	0.0,0.032,0.123	0.0,0.085,0.048	0.007
348	"ENSMUSG00000025504.14"	"Eps8l2"	chr7	+	141357241	141357691	141357241	141357316	141357542	141357691	348	2,0,2	13,34,15	0,1,3	17,14,16	200	100	0.894380525528	1.0	0.071,0.0,0.063	0.0,0.034,0.086	0.005
350	"ENSMUSG00000021234.9"	"Fam161b"	chr12	-	84355923	84357850	84355923	84356477	84357527	84357850	350	0,0,0	5,20,4	1,2,1	12,13,6	200	100	0.316041310009	0.765430478489	0.0,0.0,0.0	0.04,0.071,0.077	-0.063
351	"ENSMUSG00000084786.9"	"Ubl5"	chr9	+	20645192	20645489	20645192	20645259	20645405	20645489	351	21,49,26	789,2265,689	47,73,84	1229,1584,1360	200	100	3.3755236497e-05	0.00621107689669	0.013,0.011,0.019	0.019,0.023,0.03	-0.01
354	"ENSMUSG00000049676.14"	"Catsperg1"	chr7	-	29189946	29190789	29189946	29190027	29190212	29190789	354	0,0,0	0,1,0	0,1,0	0,0,2	200	100	1	1.0	NA,0.0,NA	NA,1.0,0.0	-0.5
357	"ENSMUSG00000049676.14"	"Catsperg1"	chr7	-	29198112	29198408	29198112	29198220	29198348	29198408	357	0,2,0	0,0,0	0,0,1	1,0,0	200	100	1	1.0	NA,1.0,NA	0.0,NA,1.0	0.5
360	"ENSMUSG00000020877.11"	"Scrn2"	chr11	+	97032754	97033229	97032754	97032970	97033063	97033229	360	8,34,12	62,212,47	15,21,35	131,169,174	192	100	0.623651478379	1.0	0.063,0.077,0.117	0.056,0.061,0.095	0.015
361	"ENSMUSG00000029844.9"	"Hoxa1"	chr6	-	52157566	52158317	52157566	52157661	52157864	52158317	361	27,107,40	3,18,6	68,87,80	10,9,9	200	100	0.419669961453	0.866088689013	0.818,0.748,0.769	0.773,0.829,0.816	-0.028
362	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77470484	77472378	77470484	77471823	77472301	77472378	362	17,57,49	3,7,1	60,38,87	11,9,23	200	100	0.0052939436581	0.0921109640735	0.739,0.803,0.961	0.732,0.679,0.654	0.146
363	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77472448	77472877	77472448	77472612	77472724	77472877	363	3,23,10	23,70,21	10,16,40	35,42,94	200	100	0.385190800509	0.835464740173	0.061,0.141,0.192	0.125,0.16,0.175	-0.022
364	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77473010	77473411	77473010	77473168	77473280	77473411	364	6,14,4	18,74,28	9,13,47	45,62,63	200	100	0.0384450579031	0.267462207459	0.143,0.086,0.067	0.091,0.095,0.272	-0.054
365	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77473010	77473411	77473010	77473200	77473280	77473411	365	6,11,4	0,2,0	8,15,37	0,0,2	179	100	1	1.0	1.0,0.754,1.0	1.0,1.0,0.912	-0.053
366	"ENSMUSG00000018659.12"	"Pnpo"	chr11	-	96940015	96940955	96940015	96940069	96940855	96940955	366	2,6,5	66,227,65	1,9,6	89,150,99	200	100	0.500223950586	0.92031774139	0.015,0.013,0.037	0.006,0.029,0.029	0.0
367	"ENSMUSG00000109776.1"	"Gm30400"	chr10	+	78764245	78765559	78764245	78764486	78765472	78765559	367	0,0,0	1,0,0	0,1,0	0,0,0	200	100	1	1.0	0.0,NA,NA	NA,1.0,NA	-1.0
368	"ENSMUSG00000029246.14"	"Ppat"	chr5	-	76919370	76919907	76919370	76919498	76919755	76919907	368	1,20,3	247,776,241	10,8,15	468,666,679	200	100	1	1.0	0.002,0.013,0.006	0.011,0.006,0.011	-0.002
369	"ENSMUSG00000042787.15"	"Exog"	chr9	+	119446948	119449854	119446948	119447098	119449777	119449854	369	0,4,2	0,0,0	9,4,15	0,0,1	200	100	1	1.0	NA,1.0,1.0	1.0,1.0,0.882	0.039
370	"ENSMUSG00000029433.16"	"Diablo"	chr5	-	123517736	123518065	123517736	123517833	123517954	123518065	370	21,53,28	191,622,183	37,42,80	353,469,453	200	100	0.295328613576	0.746202775415	0.052,0.041,0.071	0.05,0.043,0.081	-0.003
371	"ENSMUSG00000034255.17"	"Arhgap27"	chr11	-	103338306	103338755	103338306	103338397	103338687	103338755	371	0,1,0	11,16,9	1,1,2	12,14,22	200	100	0.4284950539	0.872957241757	0.0,0.03,0.0	0.04,0.034,0.043	-0.029
372	"ENSMUSG00000034255.17"	"Arhgap27"	chr11	-	103338687	103339108	103338687	103338755	103339024	103339108	372	1,0,4	11,26,7	0,2,2	12,15,18	200	100	0.497258392555	0.92031774139	0.043,0.0,0.222	0.0,0.063,0.053	0.05
373	"ENSMUSG00000021012.16"	"Zc3h14"	chr12	+	98785317	98785741	98785317	98785406	98785634	98785741	373	0,4,4	427,1237,388	8,5,27	865,1088,1103	200	100	1	1.0	0.0,0.002,0.005	0.005,0.002,0.012	-0.004
374	"ENSMUSG00000068917.12"	"Clk2"	chr3	+	89168694	89170115	89168694	89168923	89169614	89170115	374	6,26,10	56,110,35	29,44,66	61,104,128	200	100	4.48325483363e-05	0.00711983565246	0.051,0.106,0.125	0.192,0.175,0.205	-0.097
375	"ENSMUSG00000068917.12"	"Clk2"	chr3	+	89168694	89170115	89168694	89168923	89170048	89170115	375	12,36,19	3,15,4	37,53,104	8,7,13	200	100	0.0339512090729	0.251616182796	0.667,0.545,0.704	0.698,0.791,0.8	-0.124
376	"ENSMUSG00000068917.12"	"Clk2"	chr3	+	89169614	89170115	89169614	89169702	89170048	89170115	376	20,42,24	55,244,62	29,42,120	134,144,205	200	100	0.0563217467189	0.313046655617	0.154,0.079,0.162	0.098,0.127,0.226	-0.019
377	"ENSMUSG00000029703.10"	"Lrwd1"	chr5	-	136132305	136133079	136132305	136132428	136132974	136133079	377	5,22,6	145,468,126	12,17,20	310,378,353	200	100	0.746635752137	1.0	0.017,0.023,0.023	0.019,0.022,0.028	-0.002
378	"ENSMUSG00000029703.10"	"Lrwd1"	chr5	-	136132305	136134050	136132305	136133079	136133304	136134050	378	7,15,8	130,354,110	14,12,20	213,317,279	200	100	0.58934067489	0.986177195564	0.026,0.021,0.035	0.032,0.019,0.035	-0.001
379	"ENSMUSG00000029703.10"	"Lrwd1"	chr5	-	136132305	136134050	136132305	136132428	136133933	136134050	379	7,31,3	0,0,0	16,16,22	0,0,1	200	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.917	0.028
380	"ENSMUSG00000029703.10"	"Lrwd1"	chr5	-	136133304	136134050	136133304	136133445	136133933	136134050	380	3,27,6	133,371,103	22,16,26	213,281,296	200	100	0.119201844989	0.455892377338	0.011,0.035,0.028	0.049,0.028,0.042	-0.015
381	"ENSMUSG00000029703.10"	"Lrwd1"	chr5	-	136133304	136134050	136133304	136133445	136133966	136134050	381	40,159,48	0,2,0	117,110,142	0,0,0	200	100	1	1.0	1.0,0.975,1.0	1.0,1.0,1.0	-0.008
382	"ENSMUSG00000029208.16"	"Guf1"	chr5	+	69556952	69558296	69556952	69557165	69558184	69558296	382	6,13,7	31,38,21	10,4,20	35,36,57	200	100	0.929924900636	1.0	0.088,0.146,0.143	0.125,0.053,0.149	0.017
383	"ENSMUSG00000029208.16"	"Guf1"	chr5	+	69567127	69568497	69567127	69567261	69568395	69568497	383	15,31,25	42,153,49	29,33,73	67,89,105	200	100	0.0135674761033	0.152342974051	0.152,0.092,0.203	0.178,0.156,0.258	-0.048
384	"ENSMUSG00000061046.9"	"Haghl"	chr17	-	25783502	25783886	25783502	25783582	25783784	25783886	384	13,27,11	45,104,31	26,21,52	42,72,66	200	100	0.00661200192747	0.103042179571	0.126,0.115,0.151	0.236,0.127,0.283	-0.085
385	"ENSMUSG00000061046.9"	"Haghl"	chr17	-	25784074	25784572	25784074	25784178	25784454	25784572	385	15,35,19	0,2,0	36,28,59	0,1,4	200	100	0.128102179975	0.4773416427	1.0,0.897,1.0	1.0,0.933,0.881	0.028
386	"ENSMUSG00000020859.16"	"Spag9"	chr11	+	94092337	94092982	94092337	94092427	94092811	94092982	386	0,3,1	1,5,0	2,4,20	3,4,2	200	100	0.0275120928625	0.223669134457	0.0,0.231,1.0	0.25,0.333,0.833	-0.062
387	"ENSMUSG00000020859.16"	"Spag9"	chr11	+	94092337	94092982	94092337	94092427	94092814	94092982	387	4,14,3	140,362,113	9,13,26	262,297,364	200	100	0.0785010639408	0.36462541538	0.014,0.019,0.013	0.017,0.021,0.034	-0.009
388	"ENSMUSG00000109378.1"	"Gm49396"	chr7	+	30566748	30567500	30566748	30566936	30567142	30567500	388	3,15,6	2,6,2	12,18,30	1,5,17	200	100	0.645406513034	1.0	0.429,0.556,0.6	0.857,0.643,0.469	-0.128
389	"ENSMUSG00000040599.13"	"Mis12"	chr11	+	71019610	71020189	71019610	71019723	71020005	71020189	389	175,420,104	6,22,2	266,367,378	15,30,12	200	100	0.194298750389	0.600543403658	0.936,0.905,0.963	0.899,0.859,0.94	0.035
391	"ENSMUSG00000049659.15"	"Aftph"	chr11	-	20696750	20698373	20696750	20696831	20698312	20698373	391	5,15,9	1,4,0	18,14,10	1,13,4	200	100	0.131635034957	0.484328946491	0.714,0.652,1.0	0.9,0.35,0.556	0.187
393	"ENSMUSG00000038271.17"	"Iffo1"	chr6	+	125149740	125151525	125149740	125149836	125151384	125151525	393	0,3,0	17,55,17	4,1,9	36,43,55	200	100	0.00749540987591	0.107789826261	0.0,0.027,0.0	0.053,0.011,0.076	-0.038
394	"ENSMUSG00000038271.17"	"Iffo1"	chr6	+	125151794	125152771	125151794	125151803	125152613	125152771	394	1,1,0	0,13,2	2,7,14	3,13,9	200	100	0.00345526185216	0.0733968043118	1.0,0.037,0.0	0.25,0.212,0.438	0.046
395	"ENSMUSG00000038271.17"	"Iffo1"	chr6	+	125153041	125153502	125153041	125153162	125153406	125153502	395	2,5,0	3,50,20	4,3,11	24,37,22	200	100	0.0453866039655	0.284997059738	0.25,0.048,0.0	0.077,0.039,0.2	-0.006
396	"ENSMUSG00000038271.17"	"Iffo1"	chr6	+	125153041	125153502	125153041	125153162	125153409	125153502	396	3,10,0	5,21,9	4,5,12	12,15,25	200	100	0.587424864533	0.98494817658	0.231,0.192,0.0	0.143,0.143,0.194	-0.019
397	"ENSMUSG00000021363.14"	"Mak"	chr13	-	41042018	41046330	41042018	41042185	41046018	41046330	397	0,4,2	0,2,0	3,0,1	3,7,1	200	100	1	1.0	NA,0.5,1.0	0.333,0.0,0.333	0.528
398	"ENSMUSG00000027381.16"	"Bcl2l11"	chr2	+	128128619	128129014	128128619	128128756	128128924	128129014	398	54,128,54	12,61,22	86,137,189	40,60,79	200	100	0.487194368146	0.915988627401	0.692,0.512,0.551	0.518,0.533,0.545	0.053
399	"ENSMUSG00000022561.13"	"Gpaa1"	chr15	+	76332159	76332631	76332159	76332271	76332483	76332631	399	17,53,36	132,295,99	36,57,111	187,240,239	200	100	0.0322219034854	0.24478370871	0.06,0.082,0.154	0.088,0.106,0.188	-0.029
400	"ENSMUSG00000022561.13"	"Gpaa1"	chr15	+	76332159	76332631	76332159	76332287	76332483	76332631	400	18,54,34	0,1,1	33,54,110	1,2,2	200	100	1	1.0	1.0,0.964,0.944	0.943,0.931,0.965	0.023
401	"ENSMUSG00000022561.13"	"Gpaa1"	chr15	+	76332902	76333373	76332902	76333099	76333176	76333373	401	27,87,35	124,279,103	64,83,106	161,212,227	176	100	0.0112992141111	0.135152566927	0.11,0.151,0.162	0.184,0.182,0.21	-0.051
402	"ENSMUSG00000010358.13"	"Ifi35"	chr11	+	101457189	101457522	101457189	101457337	101457415	101457522	402	0,2,0	3,19,8	1,2,1	11,15,10	177	100	1	1.0	0.0,0.056,0.0	0.049,0.07,0.053	-0.039
403	"ENSMUSG00000004788.11"	"Eif2b2"	chr12	+	85219821	85220245	85219821	85219933	85220096	85220245	403	13,57,16	5,10,0	27,33,45	4,9,13	200	100	0.334312203297	0.783993573414	0.565,0.74,1.0	0.771,0.647,0.634	0.084
404	"ENSMUSG00000004788.11"	"Eif2b2"	chr12	+	85219821	85220245	85219821	85219942	85220096	85220245	404	3,33,10	195,583,158	12,13,30	324,430,433	200	100	0.877797237304	1.0	0.008,0.028,0.031	0.018,0.015,0.033	0.0
405	"ENSMUSG00000034218.16"	"Atm"	chr9	-	53533659	53533966	53533659	53533772	53533864	53533966	405	1,3,3	40,124,47	6,1,9	106,90,190	191	100	0.371299626017	0.825759894565	0.013,0.013,0.032	0.029,0.006,0.024	-0.0
406	"ENSMUSG00000020706.13"	"Ftsj3"	chr11	-	106250154	106250433	106250154	106250254	106250347	106250433	406	42,135,42	283,982,259	67,130,123	592,761,693	192	100	0.627402087457	1.0	0.072,0.067,0.078	0.056,0.082,0.085	-0.002
407	"ENSMUSG00000021453.2"	"Gadd45g"	chr13	+	51847351	51847769	51847351	51847453	51847555	51847769	407	9,10,1	59,123,49	17,17,32	79,84,99	200	100	2.90191044862e-05	0.00621107689669	0.071,0.039,0.01	0.097,0.092,0.139	-0.069
408	"ENSMUSG00000026571.12"	"Dcaf6"	chr1	-	165338187	165340023	165338187	165338344	165339884	165340023	408	4,11,3	20,45,21	16,3,16	30,49,42	200	100	0.269971142271	0.712305189457	0.091,0.109,0.067	0.211,0.03,0.16	-0.045
410	"ENSMUSG00000053841.15"	"Txlna"	chr4	-	129631279	129631710	129631279	129631354	129631590	129631710	410	6,39,22	244,679,181	27,27,58	414,555,507	200	100	0.219318097613	0.635469900555	0.012,0.028,0.057	0.032,0.024,0.054	-0.004
411	"ENSMUSG00000042502.10"	"Cd2bp2"	chr7	-	127195022	127195461	127195022	127195158	127195360	127195461	411	22,45,18	280,720,173	45,58,90	450,593,610	200	100	0.00376406176326	0.0765435730517	0.038,0.03,0.049	0.048,0.047,0.069	-0.016
413	"ENSMUSG00000042729.11"	"Wdr74"	chr19	+	8735986	8736297	8735986	8736093	8736175	8736297	413	21,60,19	224,680,219	40,57,55	389,551,477	181	100	0.227201327717	0.644865045052	0.049,0.046,0.046	0.054,0.054,0.06	-0.009
415	"ENSMUSG00000039449.14"	"Prpf18"	chr2	-	4637147	4638995	4637147	4637216	4638848	4638995	415	6,12,6	102,292,114	11,4,14	230,326,280	200	100	0.369819482526	0.824605699845	0.029,0.02,0.026	0.023,0.006,0.024	0.007
418	"ENSMUSG00000040359.14"	"Ufl1"	chr4	-	25269027	25270618	25269027	25269174	25270559	25270618	418	7,3,0	54,110,35	0,5,4	75,91,107	200	100	0.42162903273	0.868522610849	0.061,0.013,0.0	0.0,0.027,0.018	0.01
419	"ENSMUSG00000037364.12"	"Srrt"	chr5	-	137296466	137296968	137296466	137296623	137296774	137296968	419	41,68,41	430,1187,347	71,88,148	819,978,1116	200	100	0.0495907472904	0.294622940457	0.046,0.028,0.056	0.042,0.043,0.062	-0.006
420	"ENSMUSG00000037364.12"	"Srrt"	chr5	-	137301317	137302314	137301317	137301647	137302125	137302314	420	28,97,33	6,25,4	67,84,174	14,17,25	200	100	0.521435053346	0.931495181346	0.7,0.66,0.805	0.705,0.712,0.777	-0.01
421	"ENSMUSG00000069255.13"	"Dusp22"	chr13	+	30708676	30711231	30708676	30708749	30710705	30711231	421	22,105,27	17,35,20	60,93,68	27,29,37	200	100	0.399112142538	0.848940399046	0.393,0.6,0.403	0.526,0.616,0.479	-0.075
422	"ENSMUSG00000021692.9"	"Dimt1"	chr13	+	106948700	106949785	106948700	106948787	106949691	106949785	422	7,45,11	0,1,6	18,32,68	0,0,6	200	100	0.382936226152	0.834700858965	1.0,0.957,0.478	1.0,1.0,0.85	-0.138
424	"ENSMUSG00000006289.14"	"Osgep"	chr14	-	50916799	50917503	50916799	50916865	50917382	50917503	424	9,18,8	0,0,0	17,17,28	2,2,0	200	100	0.268746985119	0.711326345533	1.0,1.0,1.0	0.81,0.81,1.0	0.127
425	"ENSMUSG00000006289.14"	"Osgep"	chr14	-	50916799	50917503	50916799	50916865	50917453	50917503	425	10,26,6	3,6,4	23,15,28	4,3,6	200	100	0.315124690919	0.764287241756	0.625,0.684,0.429	0.742,0.714,0.7	-0.139
426	"ENSMUSG00000033728.14"	"Lrrc14"	chr15	+	76712866	76713985	76712866	76713220	76713400	76713985	426	22,37,19	51,140,41	31,45,60	114,127,129	200	100	0.689681403767	1.0	0.177,0.117,0.188	0.12,0.151,0.189	0.007
427	"ENSMUSG00000033728.14"	"Lrrc14"	chr15	+	76712866	76713985	76712866	76713220	76713815	76713985	427	83,163,65	0,1,0	142,173,206	0,1,5	200	100	0.591196402823	0.987300953137	1.0,0.988,1.0	1.0,0.989,0.954	0.015
428	"ENSMUSG00000020598.16"	"Nrcam"	chr12	+	44544724	44546824	44544724	44544895	44545378	44546824	428	1,2,2	26,61,21	5,1,3	47,60,72	200	100	0.573811230056	0.975524645589	0.019,0.016,0.045	0.051,0.008,0.02	0.0
429	"ENSMUSG00000068114.7"	"Ccdc134"	chr15	+	82131423	82134762	82131423	82131545	82134580	82134762	429	4,13,3	2,6,0	14,17,37	0,3,4	200	100	0.128247071738	0.477348196703	0.5,0.52,1.0	1.0,0.739,0.822	-0.18
430	"ENSMUSG00000030852.17"	"Tacc2"	chr7	+	130728522	130729828	130728522	130728749	130728859	130729828	430	125,329,86	0,0,0	204,244,290	0,2,0	200	100	1	1.0	1.0,1.0,1.0	1.0,0.984,1.0	0.005
436	"ENSMUSG00000054662.8"	"Ano9"	chr7	-	141103991	141104384	141103991	141104144	141104241	141104384	436	0,0,1	5,3,1	0,2,2	0,0,6	196	100	1	1.0	0.0,0.0,0.338	NA,1.0,0.145	-0.46
437	"ENSMUSG00000054662.8"	"Ano9"	chr7	-	141107050	141107319	141107050	141107087	141107166	141107319	437	0,3,0	0,1,0	0,2,7	1,0,0	178	100	1	1.0	NA,0.628,NA	0.0,1.0,1.0	-0.039
438	"ENSMUSG00000022621.16"	"Rabl2"	chr15	-	89583909	89584390	89583909	89584007	89584278	89584390	438	5,19,11	105,306,69	7,13,30	156,175,218	200	100	0.392796669696	0.845146382862	0.023,0.03,0.074	0.022,0.036,0.064	0.002
439	"ENSMUSG00000022621.16"	"Rabl2"	chr15	-	89583909	89584390	89583909	89584007	89584343	89584390	439	44,144,33	2,1,1	55,76,136	6,2,1	200	100	0.17545395214	0.565898385287	0.917,0.986,0.943	0.821,0.95,0.986	0.03
443	"ENSMUSG00000041119.12"	"Pde9a"	chr17	+	31459900	31460261	31459900	31460005	31460178	31460261	443	0,8,4	17,55,20	8,6,8	40,40,41	200	100	0.295420421332	0.746202775415	0.0,0.068,0.091	0.091,0.07,0.089	-0.03
444	"ENSMUSG00000002393.14"	"Nr2f6"	chr8	-	71375502	71375790	71375502	71375568	71375748	71375790	444	61,144,34	1,0,0	129,124,156	2,4,0	200	100	0.501138536241	0.92031774139	0.968,1.0,1.0	0.97,0.939,1.0	0.02
445	"ENSMUSG00000033257.14"	"Ttll4"	chr1	+	74678897	74680463	74678897	74678931	74680353	74680463	445	307,841,276	1,1,0	554,669,873	3,2,0	200	100	1	1.0	0.994,0.998,1.0	0.989,0.994,1.0	0.003
447	"ENSMUSG00000005958.15"	"Ephb3"	chr16	+	21214324	21214997	21214324	21214672	21214793	21214997	447	76,202,59	0,2,0	141,192,200	0,0,0	200	100	1	1.0	1.0,0.981,1.0	1.0,1.0,1.0	-0.006
448	"ENSMUSG00000005958.15"	"Ephb3"	chr16	+	21220419	21220894	21220419	21220542	21220646	21220894	448	2,7,0	34,97,32	6,2,15	60,71,98	200	100	0.0597040777316	0.321737910339	0.029,0.035,0.0	0.048,0.014,0.071	-0.023
449	"ENSMUSG00000005958.15"	"Ephb3"	chr16	+	21221864	21222304	21221864	21222058	21222148	21222304	449	3,4,4	74,153,43	8,9,20	133,170,237	189	100	0.0609757645975	0.32374090221	0.021,0.014,0.047	0.031,0.027,0.043	-0.006
450	"ENSMUSG00000024118.14"	"Tedc2"	chr17	-	24219730	24220310	24219730	24220133	24220251	24220310	450	19,70,25	59,176,75	39,41,64	116,146,117	200	100	0.785850812788	1.0	0.139,0.166,0.143	0.144,0.123,0.215	-0.011
451	"ENSMUSG00000024118.14"	"Tedc2"	chr17	-	24220251	24220615	24220251	24220310	24220516	24220615	451	12,24,12	61,100,43	13,16,21	62,95,101	200	100	0.437357451652	0.883992182581	0.09,0.107,0.122	0.095,0.078,0.094	0.017
452	"ENSMUSG00000024118.14"	"Tedc2"	chr17	-	24220251	24220615	24220251	24220310	24220521	24220615	452	15,25,14	4,5,4	13,18,21	10,10,7	200	100	0.0454914745195	0.284997059738	0.652,0.714,0.636	0.394,0.474,0.6	0.178
453	"ENSMUSG00000027953.13"	"Slc50a1"	chr3	-	89269826	89270139	89269826	89269950	89270061	89270139	453	13,32,10	28,64,24	14,10,30	58,43,66	200	100	0.116251439592	0.451337079208	0.188,0.2,0.172	0.108,0.104,0.185	0.054
454	"ENSMUSG00000005625.15"	"Psmd4"	chr3	-	95032704	95033546	95032704	95032984	95033481	95033546	454	39,123,38	548,1823,603	74,102,149	1119,1374,1344	200	100	0.0786208055308	0.364673694639	0.034,0.033,0.031	0.032,0.036,0.053	-0.008
455	"ENSMUSG00000005625.15"	"Psmd4"	chr3	-	95033632	95034026	95033632	95033764	95033908	95034026	455	17,60,21	261,731,229	27,40,56	385,568,492	200	100	0.701993988057	1.0	0.032,0.039,0.044	0.034,0.034,0.054	-0.002
456	"ENSMUSG00000005625.15"	"Psmd4"	chr3	-	95033632	95034026	95033632	95033764	95033917	95034026	456	25,100,32	371,998,339	43,68,78	630,883,829	200	100	0.450249683418	0.891543689086	0.033,0.048,0.045	0.033,0.037,0.045	0.004
457	"ENSMUSG00000005625.15"	"Psmd4"	chr3	-	95034941	95035924	95034941	95035010	95035809	95035924	457	6,22,8	1,4,2	10,11,29	0,0,6	200	100	0.276438183645	0.72002085076	0.75,0.733,0.667	1.0,1.0,0.707	-0.186
