ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1028	"ENSG00000071564"	"TCF3"	chr19	-	1619109	1619473	1619109	1619233	1619314	1619473	1028	1,0,4	344,328,319	0,0,0	95,106,89	181	101	1	1.0	0.002,0.0,0.007	0.0,0.0,0.0	0.003
1030	"ENSG00000105258"	"POLR2I"	chr19	-	36605240	36605615	36605240	36605314	36605560	36605615	1030	13,7,16	573,585,568	26,31,24	409,448,345	202	101	2.40246550431e-08	3.96406808211e-07	0.011,0.006,0.014	0.031,0.033,0.034	-0.022
1031	"ENSG00000149179"	"C11orf49"	chr11	+	47182677	47183798	47182677	47182741	47182996	47183798	1031	5,7,5	5,5,3	1,2,1	1,0,2	202	101	0.563188165562	1.0	0.333,0.412,0.455	0.333,1.0,0.2	-0.111
1032	"ENSG00000135945"	"REV1"	chr2	-	100018706	100019263	100018706	100018809	100019106	100019263	1032	1,0,0	53,65,79	0,0,0	52,63,50	202	101	1	1.0	0.009,0.0,0.0	0.0,0.0,0.0	0.003
1033	"ENSG00000160753"	"RUSC1"	chr1	+	155294892	155295281	155294892	155294969	155295106	155295281	1033	4,2,5	75,50,62	5,3,0	10,6,11	202	101	0.0371155559927	0.179644025309	0.026,0.02,0.039	0.2,0.2,0.0	-0.105
1034	"ENSG00000160753"	"RUSC1"	chr1	+	155295654	155296923	155295654	155295701	155296370	155296923	1034	6,6,12	64,66,89	2,2,0	14,17,15	202	101	0.141223445692	0.526561704652	0.045,0.043,0.063	0.067,0.056,0.0	0.009
1035	"ENSG00000160753"	"RUSC1"	chr1	+	155295654	155296923	155295654	155295701	155296400	155296923	1035	6,6,12	2,4,1	2,2,0	0,2,1	202	101	0.145900895048	0.537825926495	0.6,0.429,0.857	1.0,0.333,0.0	0.184
1036	"ENSG00000160753"	"RUSC1"	chr1	+	155295654	155296923	155295654	155295701	155296688	155296923	1036	6,6,12	1,3,8	2,2,0	0,2,2	202	101	0.16093339412	0.579072424501	0.75,0.5,0.429	1.0,0.333,0.0	0.115
1040	"ENSG00000054356"	"PTPRN"	chr2	-	220159696	220161067	220159696	220159863	220160947	220161067	1040	0,1,0	66,49,48	0,0,0	58,57,65	202	101	1	1.0	0.0,0.01,0.0	0.0,0.0,0.0	0.003
1041	"ENSG00000159348"	"CYB5R1"	chr1	-	202935014	202935728	202935014	202935121	202935655	202935728	1041	0,1,0	98,114,106	0,0,0	15,15,17	202	101	1	1.0	0.0,0.004,0.0	0.0,0.0,0.0	0.001
1043	"ENSG00000158062"	"UBXN11"	chr1	-	26610852	26612032	26610852	26610973	26611954	26612032	1043	5,2,5	18,19,12	0,1,1	5,6,6	202	101	1	1.0	0.122,0.05,0.172	0.0,0.077,0.077	0.063
1049	"ENSG00000076043"	"REXO2"	chr11	+	114314876	114315374	114314876	114314934	114315262	114315374	1049	2,1,0	1,0,1	2,0,0	0,0,0	202	101	1	1.0	0.5,1.0,0.0	1.0,NA,NA	-0.5
1057	"ENSG00000162572"	"SCNN1D"	chr1	+	1222887	1223216	1222887	1222976	1223052	1223216	1057	3,1,1	11,17,13	2,0,0	3,4,2	176	101	0.348994051533	1.0	0.135,0.033,0.042	0.277,0.0,0.0	-0.022
1058	"ENSG00000173113"	"TRMT112"	chr11	-	64084162	64084619	64084162	64084440	64084529	64084619	1058	21,15,18	1769,1896,1747	33,41,45	1377,1357,1234	189	101	0.00079237171837	0.00624972308637	0.006,0.004,0.005	0.013,0.016,0.019	-0.011
1061	"ENSG00000104365"	"IKBKB"	chr8	+	42176787	42178362	42176787	42176939	42178252	42178362	1061	0,0,3	5,3,4	0,0,0	26,28,30	202	101	0.675389820191	1.0	0.0,0.0,0.273	0.0,0.0,0.0	0.091
1071	"ENSG00000130787"	"HIP1R"	chr12	+	123344593	123344757	123344593	123344624	123344694	123344757	1071	2,2,0	9,8,7	0,2,0	0,4,0	170	101	1	1.0	0.117,0.129,0.0	NA,0.229,NA	-0.147
1076	"ENSG00000100577"	"GSTZ1"	chr14	+	77793814	77794380	77793814	77793895	77794254	77794380	1076	0,0,1	83,79,96	0,0,0	65,55,28	202	101	1	1.0	0.0,0.0,0.005	0.0,0.0,0.0	0.002
1077	"ENSG00000157601"	"MX1"	chr21	+	42793764	42794022	42793764	42793798	42793901	42794022	1077	2,0,2	0,0,1	4,1,1	0,0,0	202	101	1	1.0	1.0,NA,0.5	1.0,1.0,1.0	-0.25
1078	"ENSG00000198089"	"SFI1"	chr22	+	32000854	32002416	32000854	32000931	32002313	32002416	1078	1,0,3	22,12,19	0,0,0	1,1,1	202	101	0.381646298024	1.0	0.022,0.0,0.073	0.0,0.0,0.0	0.032
1080	"ENSG00000117616"	"C1orf63"	chr1	-	25568739	25569196	25568739	25568917	25569029	25569196	1080	0,0,0	5,1,3	0,0,1	0,0,0	202	101	1	1.0	0.0,0.0,0.0	NA,NA,1.0	-1.0
1082	"ENSG00000117616"	"C1orf63"	chr1	-	25570040	25571792	25570040	25570124	25571640	25571792	1082	10,15,10	1,3,2	2,9,3	127,113,102	202	101	0	0.0	0.833,0.714,0.714	0.008,0.038,0.014	0.734
1083	"ENSG00000117616"	"C1orf63"	chr1	-	25570040	25571792	25570040	25570715	25571640	25571792	1083	0,0,0	1,3,0	0,0,1	0,0,0	202	101	1	1.0	0.0,0.0,NA	NA,NA,1.0	-1.0
1094	"ENSG00000170445"	"HARS"	chr5	-	140057239	140058712	140057239	140057338	140058586	140058712	1094	1,0,0	0,3,1	0,0,0	22,24,18	202	101	1	1.0	1.0,0.0,0.0	0.0,0.0,0.0	0.333
1095	"ENSG00000170445"	"HARS"	chr5	-	140057239	140058712	140057239	140057338	140058646	140058712	1095	124,114,138	0,0,0	31,30,36	1,0,0	202	101	1	1.0	1.0,1.0,1.0	0.939,1.0,1.0	0.02
1099	"ENSG00000196118"	"C16orf93"	chr16	-	30770662	30771045	30770662	30770779	30770974	30771045	1099	0,0,0	2,0,1	0,1,0	1,0,2	202	101	1	1.0	0.0,NA,0.0	0.0,1.0,0.0	-0.333
1101	"ENSG00000196118"	"C16orf93"	chr16	-	30771604	30771989	30771604	30771774	30771926	30771989	1101	2,1,1	7,9,5	0,0,1	1,1,1	202	101	0.0607309514983	0.267011580018	0.125,0.053,0.091	0.0,0.0,0.333	-0.021
1108	"ENSG00000196924"	"FLNA"	chrX	-	153578398	153580064	153578398	153578575	153579948	153580064	1108	4,7,10	0,0,0	12,4,2	0,0,1	202	101	1	1.0	1.0,1.0,1.0	1.0,1.0,0.5	0.167
1110	"ENSG00000176438"	"SYNE3"	chr14	-	95916267	95918720	95916267	95916442	95918583	95918720	1110	0,0,1	25,10,27	0,0,0	5,2,5	202	101	1	1.0	0.0,0.0,0.018	0.0,0.0,0.0	0.006
1111	"ENSG00000136003"	"ISCU"	chr12	+	108957835	108958168	108957835	108957931	108958054	108958168	1111	0,0,0	99,118,98	3,1,0	44,36,27	202	101	0.975783577255	1.0	0.0,0.0,0.0	0.033,0.014,0.0	-0.016
1112	"ENSG00000068438"	"FTSJ1"	chrX	+	48336348	48336906	48336348	48336556	48336836	48336906	1112	0,0,2	150,196,190	0,0,0	37,35,43	202	101	1	1.0	0.0,0.0,0.005	0.0,0.0,0.0	0.002
1113	"ENSG00000068438"	"FTSJ1"	chrX	+	48339813	48340103	48339813	48339916	48340019	48340103	1113	5,3,4	193,188,203	15,14,14	47,26,40	202	101	0	0.0	0.013,0.008,0.01	0.138,0.212,0.149	-0.156
1114	"ENSG00000068438"	"FTSJ1"	chrX	+	48340984	48341415	48340984	48341182	48341373	48341415	1114	22,18,28	152,143,145	3,5,1	28,16,28	202	101	0.201575563372	0.685691282513	0.067,0.059,0.088	0.051,0.135,0.018	0.003
1116	"ENSG00000135924"	"DNAJB2"	chr2	+	220145299	220146493	220145299	220145409	220146439	220146493	1116	2,2,0	188,205,173	0,4,3	48,36,60	202	101	0.789004071794	1.0	0.005,0.005,0.0	0.0,0.053,0.024	-0.022
1117	"ENSG00000135924"	"DNAJB2"	chr2	+	220147558	220148211	220147558	220147651	220148140	220148211	1117	0,2,0	0,0,0	1,1,5	17,21,20	202	101	1	1.0	NA,1.0,NA	0.029,0.023,0.111	0.946
1119	"ENSG00000142684"	"ZNF593"	chr1	+	26496908	26498551	26496908	26496971	26497065	26498551	1119	1,1,0	158,172,176	4,3,1	85,87,70	194	101	0.646553830765	1.0	0.003,0.003,0.0	0.024,0.018,0.007	-0.014
1120	"ENSG00000011243"	"AKAP8L"	chr19	-	15509440	15510221	15509440	15509514	15510112	15510221	1120	3,10,7	3,3,3	0,0,0	1,0,0	202	101	1	1.0	0.333,0.625,0.538	0.0,NA,NA	0.499
1122	"ENSG00000011243"	"AKAP8L"	chr19	-	15514285	15514526	15514285	15514366	15514463	15514526	1122	59,69,74	0,0,2	30,20,37	0,0,1	197	101	1	1.0	1.0,1.0,0.95	1.0,1.0,0.95	0.0
1123	"ENSG00000011243"	"AKAP8L"	chr19	-	15514285	15514526	15514285	15514366	15514468	15514526	1123	63,78,78	25,25,16	31,20,41	0,2,2	202	101	5.04890208419e-07	6.96894129024e-06	0.558,0.609,0.709	1.0,0.833,0.911	-0.289
1124	"ENSG00000011243"	"AKAP8L"	chr19	-	15514285	15514853	15514285	15514366	15514820	15514853	1124	18,19,27	5,2,2	43,32,22	0,0,0	202	101	2.80096410843e-06	3.52700348917e-05	0.643,0.826,0.871	1.0,1.0,1.0	-0.22
1125	"ENSG00000011243"	"AKAP8L"	chr19	-	15514285	15514853	15514285	15514526	15514820	15514853	1125	8,8,12	187,251,222	33,25,15	52,37,63	202	101	0	0.0	0.021,0.016,0.026	0.241,0.253,0.106	-0.179
1128	"ENSG00000117155"	"SSX2IP"	chr1	-	85127880	85128213	85127880	85128058	85128137	85128213	1128	2,2,3	69,36,71	1,0,0	7,22,16	179	101	0.883480263855	1.0	0.016,0.03,0.023	0.075,0.0,0.0	-0.002
1130	"ENSG00000144857"	"BOC"	chr3	+	113003181	113003705	113003181	113003414	113003628	113003705	1130	0,0,2	4,4,3	0,0,0	1,1,2	202	101	1	1.0	0.0,0.0,0.25	0.0,0.0,0.0	0.083
1132	"ENSG00000184009"	"ACTG1"	chr17	-	79477952	79478652	79477952	79478134	79478213	79478652	1132	0,2,0	8229,7952,7855	0,0,0	8096,8100,7218	179	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
1133	"ENSG00000184009"	"ACTG1"	chr17	-	79478213	79478829	79478213	79478652	79478788	79478829	1133	14,10,13	21,9,34	13,18,9	11,17,11	202	101	0.1183049828	0.456523663466	0.25,0.357,0.16	0.371,0.346,0.29	-0.08
1134	"ENSG00000184009"	"ACTG1"	chr17	-	79479257	79479807	79479257	79479386	79479759	79479807	1134	0,2,0	13550,13232,12812	0,0,0	12304,12499,11044	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
1136	"ENSG00000117266"	"CDK18"	chr1	+	205498451	205499477	205498451	205498557	205498648	205499477	1136	0,0,2	2,3,2	0,0,0	0,0,1	191	101	1	1.0	0.0,0.0,0.346	NA,NA,0.0	0.115
1142	"ENSG00000104957"	"CCDC130"	chr19	+	13869681	13870086	13869681	13869824	13869913	13870086	1142	1,1,0	47,54,45	0,0,0	6,5,7	189	101	1	1.0	0.011,0.01,0.0	0.0,0.0,0.0	0.007
1143	"ENSG00000104957"	"CCDC130"	chr19	+	13869681	13870086	13869681	13869824	13869924	13870086	1143	1,1,0	1,1,0	0,0,0	0,0,1	200	101	1	1.0	0.336,0.336,NA	NA,NA,0.0	0.336
1147	"ENSG00000100097"	"LGALS1"	chr22	+	38074382	38074661	38074382	38074399	38074489	38074661	1147	80,86,86	5,0,4	96,101,79	2,1,3	190	101	0.34630079224	1.0	0.895,1.0,0.92	0.962,0.982,0.933	-0.021
1148	"ENSG00000087077"	"TRIP6"	chr7	+	100467991	100468365	100467991	100468085	100468195	100468365	1148	8,13,19	943,924,887	4,4,2	191,203,190	202	101	1	1.0	0.004,0.007,0.011	0.01,0.01,0.005	-0.001
1149	"ENSG00000071082"	"RPL31"	chr2	+	101618754	101619270	101618754	101618777	101619163	101619270	1149	1,0,1	2631,2568,2762	0,0,1	2900,3116,2723	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
1153	"ENSG00000164068"	"RNF123"	chr3	+	49742966	49743498	49742966	49743112	49743414	49743498	1153	1,3,1	33,39,31	1,0,0	8,15,9	202	101	0.714475640149	1.0	0.015,0.037,0.016	0.059,0.0,0.0	0.003
1154	"ENSG00000164068"	"RNF123"	chr3	+	49749911	49751020	49749911	49750089	49750945	49751020	1154	4,1,1	44,42,30	0,1,0	23,18,12	202	101	0.697585444224	1.0	0.043,0.012,0.016	0.0,0.027,0.0	0.015
1155	"ENSG00000164068"	"RNF123"	chr3	+	49749911	49751020	49749911	49750325	49750945	49751020	1155	4,1,1	5,1,5	0,1,0	0,0,0	202	101	1	1.0	0.286,0.333,0.091	NA,1.0,NA	-0.763
1156	"ENSG00000164068"	"RNF123"	chr3	+	49751170	49751430	49751170	49751258	49751342	49751430	1156	0,1,1	24,26,24	0,0,1	7,7,10	184	101	1	1.0	0.0,0.021,0.022	0.0,0.0,0.052	-0.003
1157	"ENSG00000164068"	"RNF123"	chr3	+	49758232	49758538	49758232	49758327	49758452	49758538	1157	1,3,2	45,42,38	0,0,1	11,23,6	202	101	0.865801102999	1.0	0.011,0.034,0.026	0.0,0.0,0.077	-0.002
1161	"ENSG00000009830"	"POMT2"	chr14	-	77745879	77746271	77745879	77745929	77746026	77746271	1161	4,12,12	1,3,4	4,0,0	2,2,1	197	101	0.00219330635743	0.0153211254311	0.672,0.672,0.606	0.506,0.0,0.0	0.481
1162	"ENSG00000009830"	"POMT2"	chr14	-	77745071	77746271	77745071	77745212	77746165	77746271	1162	0,0,1	36,36,41	0,0,0	19,21,19	202	101	1	1.0	0.0,0.0,0.012	0.0,0.0,0.0	0.004
1163	"ENSG00000009830"	"POMT2"	chr14	-	77745071	77746271	77745071	77745304	77746165	77746271	1163	0,0,1	0,1,0	0,0,0	0,1,0	202	101	1	1.0	NA,0.0,1.0	NA,0.0,NA	0.5
1169	"ENSG00000167272"	"POP5"	chr12	-	121017316	121017726	121017316	121017400	121017576	121017726	1169	3,2,3	114,117,87	1,0,2	27,18,25	202	101	1	1.0	0.013,0.008,0.017	0.018,0.0,0.038	-0.006
1170	"ENSG00000197363"	"ZNF517"	chr8	+	146028254	146029623	146028254	146028332	146029509	146029623	1170	1,0,0	3,2,2	0,0,0	2,3,5	202	101	1	1.0	0.143,0.0,0.0	0.0,0.0,0.0	0.048
1181	"ENSG00000161202"	"DVL3"	chr3	+	183882583	183882994	183882583	183882719	183882900	183882994	1181	4,4,0	181,186,168	0,1,0	7,14,17	202	101	1	1.0	0.011,0.011,0.0	0.0,0.034,0.0	-0.004
1182	"ENSG00000197756"	"RPL37A"	chr2	+	217363547	217364121	217363547	217363600	217363992	217364121	1182	0,1,0	7996,8259,8166	0,1,0	11584,12345,9856	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
1184	"ENSG00000197756"	"RPL37A"	chr2	+	217364671	217366190	217364671	217364754	217366063	217366190	1184	5,2,4	9253,9884,9831	7,8,14	13383,13934,12210	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.001	-0.0
1188	"ENSG00000109133"	"TMEM33"	chr4	+	41937145	41937546	41937145	41937279	41937483	41937546	1188	25,28,25	18,17,16	33,40,42	6,11,17	202	101	0.00539297910103	0.0337325555535	0.41,0.452,0.439	0.733,0.645,0.553	-0.21
1189	"ENSG00000109133"	"TMEM33"	chr4	+	41937145	41937546	41937145	41937327	41937483	41937546	1189	25,28,25	3,6,4	33,40,42	1,1,4	202	101	0.00997826423565	0.0588246337178	0.806,0.7,0.758	0.943,0.952,0.84	-0.157
1192	"ENSG00000163702"	"IL17RC"	chr3	+	9965564	9965975	9965564	9965704	9965915	9965975	1192	1,4,0	22,37,33	0,0,0	15,8,13	202	101	0.494520863035	1.0	0.022,0.051,0.0	0.0,0.0,0.0	0.024
1195	"ENSG00000197989"	"SNHG12"	chr1	-	28906044	28906493	28906044	28906099	28906423	28906493	1195	14,22,16	41,49,58	5,2,10	7,6,1	202	101	0.109883343221	0.429802559111	0.146,0.183,0.121	0.263,0.143,0.833	-0.263
1196	"ENSG00000197989"	"SNHG12"	chr1	-	28906044	28906493	28906044	28906099	28906453	28906493	1196	39,48,33	9,13,16	6,5,13	1,6,1	202	101	0.772191652632	1.0	0.684,0.649,0.508	0.75,0.294,0.867	-0.023
1197	"ENSG00000197989"	"SNHG12"	chr1	-	28906044	28907158	28906044	28906099	28907071	28907158	1197	10,15,12	0,0,0	5,2,10	0,1,0	202	101	1	1.0	1.0,1.0,1.0	1.0,0.5,1.0	0.167
1198	"ENSG00000197989"	"SNHG12"	chr1	-	28906044	28907158	28906044	28906493	28907071	28907158	1198	5,1,4	78,113,80	1,1,1	8,9,7	202	101	0.273553994001	0.868776014134	0.031,0.004,0.024	0.059,0.053,0.067	-0.04
1199	"ENSG00000197989"	"SNHG12"	chr1	-	28906423	28907741	28906423	28906493	28907622	28907741	1199	4,0,3	0,1,0	1,1,1	0,0,1	202	101	1	1.0	1.0,0.0,1.0	1.0,1.0,0.333	-0.111
1200	"ENSG00000139192"	"TAPBPL"	chr12	+	6566571	6566910	6566571	6566709	6566834	6566910	1200	6,11,8	6,1,4	3,13,4	2,0,0	202	101	0.00185845821894	0.0132727202651	0.333,0.846,0.5	0.429,1.0,1.0	-0.25
1208	"ENSG00000015475"	"BID"	chr22	-	18222114	18222942	18222114	18222254	18222847	18222942	1208	0,1,0	0,0,0	0,0,0	1,0,0	202	101	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
1212	"ENSG00000249115"	"HAUS5"	chr19	+	36104769	36104961	36104769	36104802	36104936	36104961	1212	4,13,1	119,123,136	0,1,0	40,33,34	202	101	0.0370284301891	0.179575376812	0.017,0.05,0.004	0.0,0.015,0.0	0.019
1220	"ENSG00000115204"	"MPV17"	chr2	-	27535081	27535456	27535081	27535114	27535360	27535456	1220	8,18,12	177,189,167	9,8,6	132,138,89	202	101	0.608216758832	1.0	0.022,0.045,0.035	0.033,0.028,0.033	0.003
1221	"ENSG00000105374"	"NKG7"	chr19	-	51875193	51875456	51875193	51875328	51875414	51875456	1221	0,0,0	1,1,0	0,1,0	0,0,1	186	101	1	1.0	0.0,0.0,NA	NA,1.0,0.0	-0.5
1232	"ENSG00000135903"	"PAX3"	chr2	-	223064606	223066161	223064606	223065959	223066130	223066161	1232	5,4,3	0,0,2	1,1,0	0,0,0	202	101	1	1.0	1.0,1.0,0.429	1.0,1.0,NA	-0.19
1234	"ENSG00000175061"	"FAM211A-AS1"	chr17	+	16342350	16342728	16342350	16342374	16342640	16342728	1234	121,129,113	498,474,453	120,107,103	425,389,358	202	101	0.405093409279	1.0	0.108,0.12,0.111	0.124,0.121,0.126	-0.011
1235	"ENSG00000175061"	"FAM211A-AS1"	chr17	+	16342640	16343017	16342640	16342728	16342841	16343017	1235	15,14,16	1674,1643,1537	7,13,18	1110,1089,876	202	101	1	1.0	0.004,0.004,0.005	0.003,0.006,0.01	-0.002
1236	"ENSG00000175061"	"FAM211A-AS1"	chr17	+	16342640	16343017	16342640	16342728	16342894	16343017	1236	15,14,16	2876,2864,2779	7,13,18	1751,1870,1592	202	101	1	1.0	0.003,0.002,0.003	0.002,0.003,0.006	-0.001
1237	"ENSG00000175061"	"FAM211A-AS1"	chr17	+	16342640	16343017	16342640	16342728	16342973	16343017	1237	2012,2128,2017	835,780,826	1272,1374,1202	636,704,611	202	101	0.00609331063321	0.0376212791999	0.546,0.577,0.55	0.5,0.494,0.496	0.061
1238	"ENSG00000175061"	"FAM211A-AS1"	chr17	+	16342640	16343567	16342640	16342728	16343424	16343567	1238	15,14,16	12,5,6	7,13,18	12,5,1	202	101	0.704055625297	1.0	0.385,0.583,0.571	0.226,0.565,0.9	-0.051
1240	"ENSG00000175061"	"FAM211A-AS1"	chr17	+	16342640	16343567	16342640	16342728	16343498	16343567	1240	109,112,89	3336,3349,3091	80,94,72	3044,3031,2593	202	101	0.375274123005	1.0	0.016,0.016,0.014	0.013,0.015,0.014	0.001
1241	"ENSG00000175061"	"FAM211A-AS1"	chr17	+	16342640	16343567	16342640	16343017	16343498	16343567	1241	106,106,87	3995,4052,3932	82,87,67	2634,2762,2391	202	101	0.128940530215	0.492271625329	0.013,0.013,0.011	0.015,0.016,0.014	-0.003
1244	"ENSG00000089094"	"KDM2B"	chr12	-	121877659	121878780	121877659	121877878	121878618	121878780	1244	0,0,1	44,69,65	0,0,0	57,59,56	202	101	1	1.0	0.0,0.0,0.008	0.0,0.0,0.0	0.003
1245	"ENSG00000089094"	"KDM2B"	chr12	-	121879959	121881596	121879959	121880639	121881482	121881596	1245	0,0,1	0,0,0	0,0,0	4,5,2	202	101	1	1.0	NA,NA,1.0	0.0,0.0,0.0	1.0
1246	"ENSG00000089094"	"KDM2B"	chr12	-	121882252	121883221	121882252	121882339	121883077	121883221	1246	0,0,0	62,60,66	2,2,1	42,46,52	202	101	0.654879202382	1.0	0.0,0.0,0.0	0.023,0.021,0.01	-0.018
1247	"ENSG00000100949"	"RABGGTA"	chr14	-	24735635	24736095	24735635	24735723	24735981	24736095	1247	4,3,3	72,69,80	0,0,0	45,28,38	202	101	0.326324560313	0.983082699537	0.027,0.021,0.018	0.0,0.0,0.0	0.022
1248	"ENSG00000100949"	"RABGGTA"	chr14	-	24737315	24737626	24737315	24737404	24737574	24737626	1248	8,9,8	77,87,74	0,0,0	10,11,10	202	101	0.000632510239336	0.00505832004773	0.049,0.049,0.051	0.0,0.0,0.0	0.05
1249	"ENSG00000100949"	"RABGGTA"	chr14	-	24737719	24738032	24737719	24737825	24737930	24738032	1249	1,0,0	100,90,108	0,0,0	11,16,15	202	101	1	1.0	0.005,0.0,0.0	0.0,0.0,0.0	0.002
1250	"ENSG00000100949"	"RABGGTA"	chr14	-	24740042	24740375	24740042	24740153	24740318	24740375	1250	1,0,0	148,126,113	2,1,1	20,21,22	202	101	0.394811673364	1.0	0.003,0.0,0.0	0.048,0.023,0.022	-0.03
1251	"ENSG00000100949"	"RABGGTA"	chr14	-	24740042	24740375	24740042	24740204	24740318	24740375	1251	1,0,0	8,6,4	2,1,1	0,0,2	202	101	1	1.0	0.059,0.0,0.0	1.0,1.0,0.2	-0.714
1252	"ENSG00000029364"	"SLC39A9"	chr14	+	69925079	69929098	69925079	69925446	69928413	69929098	1252	0,1,0	12,8,5	0,0,0	9,8,7	202	101	1	1.0	0.0,0.059,0.0	0.0,0.0,0.0	0.02
1253	"ENSG00000148824"	"MTG1"	chr10	+	135215032	135215749	135215032	135215094	135215652	135215749	1253	13,19,6	265,219,217	4,4,3	99,99,78	202	101	0.187471472045	0.653192471166	0.024,0.042,0.014	0.02,0.02,0.019	0.007
1254	"ENSG00000148824"	"MTG1"	chr10	+	135215652	135216277	135215652	135215749	135216195	135216277	1254	14,8,10	464,452,415	5,7,4	153,154,149	202	101	0.472666604133	1.0	0.015,0.009,0.012	0.016,0.022,0.013	-0.005
1256	"ENSG00000092203"	"TOX4"	chr14	+	21955609	21957009	21955609	21955761	21956748	21957009	1256	1,0,1	2,2,0	0,1,0	0,0,0	202	101	1	1.0	0.2,0.0,1.0	NA,1.0,NA	-0.6
1257	"ENSG00000092203"	"TOX4"	chr14	+	21955609	21957009	21955609	21955852	21956748	21957009	1257	1,0,1	288,272,248	0,1,0	220,283,237	202	101	1	1.0	0.002,0.0,0.002	0.0,0.002,0.0	0.001
1259	"ENSG00000171793"	"CTPS1"	chr1	+	41474330	41474562	41474330	41474386	41474465	41474562	1259	19,15,25	285,276,245	0,1,1	32,22,25	179	101	0.00194201919411	0.0138350796682	0.036,0.03,0.054	0.0,0.025,0.022	0.024
1261	"ENSG00000106261"	"ZKSCAN1"	chr7	+	99621041	99621555	99621041	99621084	99621174	99621555	1261	81,60,68	2,1,1	27,45,50	0,1,1	190	101	1	1.0	0.956,0.97,0.973	1.0,0.96,0.964	-0.008
1263	"ENSG00000101158"	"NELFCD"	chr20	+	57563968	57564695	57563968	57564076	57564542	57564695	1263	0,1,2	496,507,471	0,1,0	314,324,327	202	101	1	1.0	0.0,0.001,0.002	0.0,0.002,0.0	0.0
1264	"ENSG00000101158"	"NELFCD"	chr20	+	57568052	57568599	57568052	57568167	57568503	57568599	1264	3,3,3	719,728,742	1,5,3	393,443,382	202	101	1	1.0	0.002,0.002,0.002	0.001,0.006,0.004	-0.002
1265	"ENSG00000101158"	"NELFCD"	chr20	+	57568678	57569294	57568678	57568730	57569164	57569294	1265	214,177,199	40,36,34	133,148,120	11,15,17	202	101	0.00465566954976	0.0297031717275	0.728,0.711,0.745	0.858,0.831,0.779	-0.095
1268	"ENSG00000065717"	"TLE2"	chr19	-	3019280	3019771	3019280	3019461	3019696	3019771	1268	1,0,1	3,8,3	1,0,0	1,2,2	202	101	1	1.0	0.143,0.0,0.143	0.333,0.0,0.0	-0.016
1269	"ENSG00000065717"	"TLE2"	chr19	-	3019280	3019771	3019280	3019464	3019696	3019771	1269	1,0,1	7,0,1	1,0,0	3,0,0	202	101	1	1.0	0.067,NA,0.333	0.143,NA,NA	0.057
1271	"ENSG00000213658"	"LAT"	chr16	+	28997860	28998035	28997860	28997890	28997977	28998035	1271	4,0,3	9,6,9	1,0,0	1,0,1	187	101	1	1.0	0.194,0.0,0.153	0.351,NA,0.0	-0.06
1273	"ENSG00000185024"	"BRF1"	chr14	-	105677458	105678501	105677458	105677630	105678449	105678501	1273	5,4,9	102,124,90	8,20,11	15,13,11	202	101	4.55191440096e-15	1.57452364399e-13	0.024,0.016,0.048	0.211,0.435,0.333	-0.297
1274	"ENSG00000185024"	"BRF1"	chr14	-	105685487	105686467	105685487	105685569	105686405	105686467	1274	5,4,1	117,134,103	0,2,1	31,31,46	202	101	0.848330736373	1.0	0.021,0.015,0.005	0.0,0.031,0.011	-0.0
1275	"ENSG00000185024"	"BRF1"	chr14	-	105685487	105686467	105685487	105685635	105686405	105686467	1275	1,0,0	2,1,2	0,1,0	0,0,1	202	101	1	1.0	0.2,0.0,0.0	NA,1.0,0.0	-0.433
1277	"ENSG00000080189"	"SLC35C2"	chr20	-	44978166	44979529	44978166	44979163	44979399	44979529	1277	1,1,0	174,174,181	0,0,0	9,11,13	202	101	1	1.0	0.003,0.003,0.0	0.0,0.0,0.0	0.002
1278	"ENSG00000080189"	"SLC35C2"	chr20	-	44987025	44987402	44987025	44987197	44987329	44987402	1278	40,47,36	2,2,0	6,6,3	0,0,0	202	101	0.676869166266	1.0	0.909,0.922,1.0	1.0,1.0,1.0	-0.056
1282	"ENSG00000103253"	"HAGHL"	chr16	+	778115	778424	778115	778233	778315	778424	1282	0,2,1	19,18,21	0,0,0	10,2,5	182	101	0.643482470116	1.0	0.0,0.058,0.026	0.0,0.0,0.0	0.028
1283	"ENSG00000103253"	"HAGHL"	chr16	+	778315	778604	778315	778424	778503	778604	1283	0,2,1	11,9,19	0,0,0	3,2,3	179	101	0.935524616731	1.0	0.0,0.111,0.029	0.0,0.0,0.0	0.047
1285	"ENSG00000103253"	"HAGHL"	chr16	+	779008	779715	779008	779088	779287	779715	1285	1,2,2	40,37,38	0,0,0	19,11,10	202	101	0.512259285041	1.0	0.012,0.026,0.026	0.0,0.0,0.0	0.021
